state,state_code,year,drug_deaths,population,labor_force,employment,unemployment,unemployment_rate,cpi_all_urban_consumers,gdp_per_capita
Kentucky,21,2001,370,4068132,1958409,1857238,101171,5.2,177.1,35497
Kentucky,21,2002,451,4089875,1944020,1833535,110485,5.7,179.9,36161
Kentucky,21,2003,588,4117170,1960045,1839873,120172,6.1,184.0,36731
Kentucky,21,2004,559,4146101,1963875,1857816,106059,5.4,188.9,37463
Kentucky,21,2005,662,4182742,1999777,1881943,117834,5.9,195.3,38205
Kentucky,21,2006,766,4219239,2029231,1913472,115759,5.7,201.6,38856
Kentucky,21,2007,722,4256672,2032082,1922220,109862,5.4,207.342,38159
Kentucky,21,2008,779,4289878,2030738,1900683,130055,6.4,215.303,37875
Kentucky,21,2009,786,4317074,2060162,1847126,213036,10.3,214.537,36209
Kentucky,21,2010,1036,4339367,2054375,1844650,209725,10.2,218.056,37579
Kentucky,21,2011,1099,4369356,2056410,1862928,193482,9.4,224.939,37926
Kentucky,21,2012,1126,4380415,2059127,1891162,167965,8.2,229.594,38052
Kentucky,21,2013,1049,4395295,2055442,1890879,164563,8.0,232.957,38247
Kentucky,21,2014,1128,4413457,2003842,1874516,129326,6.5,236.736,38334
Kentucky,21,2015,1332,4425092,1976967,1872326,104641,5.3,237.017,38610
Kentucky,21,2016,1525,4436974,2012279,1909158,103121,5.1,240.007,38950
Louisiana,22,1999,246,4460811,2039045,1935457,103588,5.1,166.6,42192
Louisiana,22,2000,335,4468976,2037075,1929056,108019,5.3,172.2,40679
Louisiana,22,2001,351,4477875,2028302,1911818,116484,5.7,177.1,41302
Louisiana,22,2002,468,4497267,2004222,1881146,123076,6.1,179.9,41756
Louisiana,22,2003,630,4521042,2018324,1888974,129350,6.4,184.0,43275
Louisiana,22,2004,656,4552238,2037176,1916536,120640,5.9,188.9,44706
Louisiana,22,2005,752,4576628,2069403,1921385,148018,7.2,195.3,47004
Louisiana,22,2006,800,4302665,1988513,1899981,88532,4.5,201.6,49164
Louisiana,22,2007,862,4375581,2030434,1944038,86396,4.3,207.342,46878
Louisiana,22,2008,686,4435586,2084835,1982381,102454,4.9,215.303,46578
Louisiana,22,2009,623,4491648,2064768,1923884,140884,6.8,214.537,46949
Louisiana,22,2010,616,4533372,2086076,1919852,166224,8.0,218.056,48599
Louisiana,22,2011,618,4574836,2073217,1911021,162196,7.8,224.939,45712
Louisiana,22,2012,588,4601893,2080280,1933137,147143,7.1,229.594,45482
Louisiana,22,2013,836,4625470,2101416,1960539,140877,6.7,232.957,43725
Louisiana,22,2014,810,4649676,2153613,2016083,137530,6.4,236.736,44453
Louisiana,22,2015,901,4670724,2162410,2025661,136749,6.3,237.017,44503
Louisiana,22,2016,1036,4681666,2125934,1997358,128576,6.0,240.007,44451
Maine,23,1999,70,1266808,668497,642085,26412,4.0,166.6,35300
Maine,23,2000,62,1274923,678164,655349,22815,3.4,172.2,36503
Maine,23,2001,92,1285692,674319,648545,25774,3.8,177.1,36995
Maine,23,2002,147,1295960,675232,645935,29297,4.3,179.9,37584
Maine,23,2003,134,1306513,683535,649571,33964,5.0,184.0,38136
Maine,23,2004,145,1313688,686000,654161,31839,4.6,188.9,39089
Maine,23,2005,168,1318787,697153,663132,34021,4.9,195.3,38961
Maine,23,2006,166,1323619,701541,669554,31987,4.6,201.6,39288
Maine,23,2007,161,1327040,700468,667781,32687,4.7,207.342,38946
Maine,23,2008,162,1330509,701646,663158,38488,5.5,215.303,38508
Maine,23,2009,182,1329590,696219,639954,56265,8.1,214.537,37910
Maine,23,2010,140,1328361,695182,638630,56552,8.1,218.056,38352
Maine,23,2011,160,1328188,699281,644085,55196,7.9,224.939,37780
Maine,23,2012,157,1329192,702636,650117,52519,7.5,229.594,37705
Maine,23,2013,183,1328302,705417,658522,46895,6.6,232.957,37477
Maine,23,2014,227,1330089,696298,657066,39232,5.6,236.736,38055
Maine,23,2015,278,1329328,683369,653330,30039,4.4,237.017,38415
Maine,23,2016,369,1331479,692154,665911,26243,3.8,240.007,38956
Maryland,24,1999,660,5254509,2766119,2667341,98778,3.6,166.6,44507
Maryland,24,2000,657,5296486,2803685,2703284,100401,3.6,172.2,45619
Maryland,24,2001,676,5374691,2837985,2724184,113801,4.0,177.1,46792
Maryland,24,2002,759,5440389,2869954,2742501,127453,4.4,179.9,47714
Maryland,24,2003,834,5496269,2882219,2754523,127696,4.4,184.0,48471
Maryland,24,2004,721,5546935,2889324,2766475,122849,4.3,188.9,50547
Maryland,24,2005,696,5592379,2924546,2803487,121059,4.1,195.3,51960
Maryland,24,2006,805,5627367,2963866,2849354,114512,3.9,201.6,52697
Maryland,24,2007,807,5653408,2970094,2867348,102746,3.5,207.342,52646
Maryland,24,2008,731,5684965,3001953,2874987,126966,4.2,215.303,52877
Maryland,24,2009,768,5730388,3032700,2820245,212455,7.0,214.537,52515
Maryland,24,2010,674,5773552,3073826,2838492,235334,7.7,218.056,53675
Maryland,24,2011,731,5828289,3096561,2872084,224477,7.2,224.939,54209
Maryland,24,2012,860,5884563,3119647,2902307,217340,7.0,229.594,54018
Maryland,24,2013,908,5928814,3129352,2923498,205854,6.6,232.957,53765
Maryland,24,2014,1095,5976407,3129933,2947943,181990,5.8,236.736,54108
Maryland,24,2015,1320,6006401,3151142,2990942,160200,5.1,237.017,54908
Maryland,24,2016,2089,6016447,3178646,3037763,140883,4.4,240.007,56070
Massachusetts,25,1999,512,6317345,3353865,3247012,106853,3.2,166.6,50987
Massachusetts,25,2000,484,6349097,3330177,3240245,89932,2.7,172.2,54736
Massachusetts,25,2001,714,6397634,3381287,3255134,126153,3.7,177.1,55114
Massachusetts,25,2002,736,6417206,3431082,3250085,180997,5.3,179.9,55234
Massachusetts,25,2003,876,6422565,3422409,3226981,195428,5.7,184.0,56380
Massachusetts,25,2004,704,6412281,3395511,3220838,174673,5.1,188.9,57699
Massachusetts,25,2005,867,6403290,3384116,3220089,164027,4.8,195.3,58776
Massachusetts,25,2006,1021,6410084,3413339,3246316,167023,4.9,201.6,59706
Massachusetts,25,2007,1003,6431559,3426009,3268096,157913,4.6,207.342,60955
Massachusetts,25,2008,885,6468967,3452468,3261408,191060,5.5,215.303,60723
Massachusetts,25,2009,916,6517613,3470382,3189010,281372,8.1,214.537,59178
Massachusetts,25,2010,836,6547629,3480083,3190818,289265,8.3,218.056,60808
Massachusetts,25,2011,1017,6587536,3469308,3217754,251554,7.3,224.939,61769
Massachusetts,25,2012,976,6646144,3485161,3252531,232630,6.7,229.594,62456
Massachusetts,25,2013,1200,6692824,3512827,3276792,236035,6.7,232.957,61882
Massachusetts,25,2014,1402,6745408,3566237,3361811,204426,5.7,236.736,62571
Massachusetts,25,2015,1851,6794422,3588241,3415874,172367,4.8,237.017,64592
Massachusetts,25,2016,2379,6811779,3611418,3471112,140306,3.9,240.007,65281
Michigan,26,1999,708,9897116,5115757,4925999,189758,3.7,166.6,41764
Michigan,26,2000,871,9938444,5162774,4976322,186452,3.6,172.2,42225
Michigan,26,2001,955,9991120,5119956,4854630,265326,5.2,177.1,40883
Michigan,26,2002,1080,10015710,5017141,4702399,314742,6.3,179.9,41907
Michigan,26,2003,1062,10041152,5027859,4667103,360756,7.2,184.0,42581
Michigan,26,2004,1208,10055315,5062376,4705591,356785,7.0,188.9,42384
Michigan,26,2005,1398,10051137,5083130,4738902,344228,6.8,195.3,42919
Michigan,26,2006,1661,10036081,5076656,4721085,355571,7.0,201.6,42206
Michigan,26,2007,1542,10001284,5011120,4658939,352181,7.0,207.342,41925
Michigan,26,2008,1575,9946889,4921466,4529289,392177,8.0,215.303,39863
Michigan,26,2009,1750,9901591,4903544,4233803,669741,13.7,214.537,36676
Michigan,26,2010,1723,9883640,4798954,4194041,604913,12.6,218.056,38763
Michigan,26,2011,1702,9876187,4685164,4198349,486815,10.4,224.939,39757
Michigan,26,2012,1623,9883360,4672695,4246658,426037,9.1,229.594,40463
Michigan,26,2013,1812,9895622,4723945,4308030,415915,8.8,232.957,40993
Michigan,26,2014,2048,9909877,4753626,4409394,344232,7.2,236.736,41566
Michigan,26,2015,2316,9922576,4751234,4493447,257787,5.4,237.017,42778
Michigan,26,2016,2701,9928300,4840281,4599266,241015,5.0,240.007,43665
Minnesota,27,1999,169,4873481,2756145,2680029,76116,2.8,166.6,45258
Minnesota,27,2000,161,4919479,2812947,2724118,88829,3.2,172.2,47577
Minnesota,27,2001,226,4982796,2845203,2737961,107242,3.8,177.1,47177
Minnesota,27,2002,241,5018935,2859602,2731080,128522,4.5,179.9,47944
Minnesota,27,2003,296,5053572,2874663,2734287,140376,4.9,184.0,49769
Minnesota,27,2004,302,5087713,2880428,2745615,134813,4.7,188.9,51256
Minnesota,27,2005,338,5119598,2879760,2762733,117027,4.1,195.3,52246
Minnesota,27,2006,378,5163555,2887832,2772115,115717,4.0,201.6,51598
Minnesota,27,2007,359,5207203,2906390,2773704,132686,4.6,207.342,51351
Minnesota,27,2008,398,5247018,2925088,2766342,158746,5.4,215.303,51234
Minnesota,27,2009,441,5281203,2941976,2713426,228550,7.8,214.537,48884
Minnesota,27,2010,427,5303925,2938795,2721194,217601,7.4,218.056,50148
Minnesota,27,2011,557,5344861,2946279,2755264,191015,6.5,224.939,50875
Minnesota,27,2012,539,5379139,2946356,2781141,165215,5.6,229.594,51272
Minnesota,27,2013,579,5420380,2958596,2811762,146834,5.0,232.957,51999
Minnesota,27,2014,586,5457173,2973073,2849017,124056,4.2,236.736,53105
Minnesota,27,2015,653,5489594,2998352,2887683,110669,3.7,237.017,53634
Minnesota,27,2016,750,5519952,3036278,2919097,117181,3.9,240.007,54414
Mississippi,28,1999,101,2828408,1286502,1220702,65800,5.1,166.6,29257
Mississippi,28,2000,123,2844658,1319266,1248240,71026,5.4,172.2,29166
Mississippi,28,2001,183,2852994,1294134,1222500,71634,5.5,177.1,28856
Mississippi,28,2002,202,2858681,1286236,1201191,85045,6.6,179.9,29056
Mississippi,28,2003,225,2868312,1301250,1219145,82105,6.3,184.0,30139
Mississippi,28,2004,245,2889010,1313102,1232187,80915,6.2,188.9,30509
Mississippi,28,2005,263,2905943,1317392,1218825,98567,7.5,195.3,30813
Mississippi,28,2006,368,2904978,1290171,1205906,84265,6.5,201.6,31513
Mississippi,28,2007,334,2928350,1303514,1224059,79455,6.1,207.342,32041
Mississippi,28,2008,321,2947806,1306772,1220991,85781,6.6,215.303,33128
Mississippi,28,2009,345,2958774,1269219,1148930,120289,9.5,214.537,31658
Mississippi,28,2010,353,2967297,1306608,1170879,135729,10.4,218.056,31688
Mississippi,28,2011,317,2978512,1342808,1208747,134061,10.0,224.939,31167
Mississippi,28,2012,328,2984926,1316536,1198196,118340,9.0,229.594,31786
Mississippi,28,2013,327,2991207,1272477,1163752,108725,8.5,232.957,31923
Mississippi,28,2014,361,2994079,1248014,1154058,93956,7.5,236.736,31613
Mississippi,28,2015,369,2992333,1263925,1182779,81146,6.4,237.017,31700
Mississippi,28,2016,374,2988726,1278960,1204481,74479,5.8,240.007,32102
Missouri,29,1999,294,5561948,2904971,2809325,95646,3.3,166.6,41051
Missouri,29,2000,327,5595211,2959946,2853891,106055,3.6,172.2,41920
Missouri,29,2001,381,5641142,3001465,2862838,138627,4.6,177.1,41346
Missouri,29,2002,443,5674825,3000908,2839467,161441,5.4,179.9,41421
Missouri,29,2003,550,5709403,3020821,2850987,169834,5.6,184.0,42043
Missouri,29,2004,574,5747741,3015650,2838872,176778,5.9,188.9,42643
Missouri,29,2005,640,5790300,3009334,2847006,162328,5.4,195.3,42806
Missouri,29,2006,765,5842704,3029689,2882757,146932,4.8,201.6,42792
Missouri,29,2007,730,5887612,3034579,2879647,154932,5.1,207.342,42561
Missouri,29,2008,779,5923916,3028857,2842845,186012,6.1,215.303,43118
Missouri,29,2009,881,5961088,3049563,2766711,282852,9.3,214.537,42012
Missouri,29,2010,1024,5988927,3056484,2763535,292949,9.6,218.056,42204
Missouri,29,2011,990,6010688,3047786,2789224,258562,8.5,224.939,41598
Missouri,29,2012,961,6021988,3025309,2815275,210034,6.9,229.594,41926
Missouri,29,2013,1041,6044171,3020202,2817435,202767,6.7,232.957,42487
Missouri,29,2014,1107,6063589,3048576,2861721,186855,6.1,236.736,42483
Missouri,29,2015,1098,6083672,3077535,2923107,154428,5.0,237.017,42995
Missouri,29,2016,1418,6093000,3079559,2939309,140250,4.6,240.007,43004
Montana,30,1999,48,897507,464373,439993,24380,5.3,166.6,31395
Montana,30,2000,47,902195,467293,444137,23156,5.0,172.2,31899
Montana,30,2001,62,906961,466063,444909,21154,4.5,177.1,32272
Montana,30,2002,85,911667,467203,446640,20563,4.4,179.9,32851
Montana,30,2003,116,919630,471489,449266,22223,4.7,184.0,33848
Montana,30,2004,119,930009,480281,457423,22858,4.8,188.9,34870
Montana,30,2005,119,940102,486054,464907,21147,4.4,195.3,36120
Montana,30,2006,121,952692,493614,476377,17237,3.5,201.6,36769
Montana,30,2007,132,964706,502070,484189,17881,3.6,207.342,38063
Montana,30,2008,141,976415,509163,483347,25816,5.1,215.303,37636
Montana,30,2009,147,983982,501014,466713,34301,6.8,214.537,36667
Montana,30,2010,123,989415,500525,463998,36527,7.3,218.056,37733
Montana,30,2011,150,998199,501225,466403,34822,6.9,224.939,38542
Montana,30,2012,129,1005141,506485,476174,30311,6.0,229.594,38537
Montana,30,2013,156,1015165,510781,483071,27710,5.4,232.957,38476
Montana,30,2014,145,1023579,511501,487629,23872,4.7,236.736,39174
Montana,30,2015,152,1032949,516845,495298,21547,4.2,237.017,39725
Montana,30,2016,136,1042520,521628,499990,21638,4.1,240.007,39763
Nebraska,31,1999,41,1704764,937559,911444,26115,2.8,166.6,40474
Nebraska,31,2000,52,1711263,944973,918370,26603,2.8,172.2,41761
Nebraska,31,2001,69,1719836,950764,921003,29761,3.1,177.1,42227
Nebraska,31,2002,69,1728292,954224,919401,34823,3.6,179.9,42746
Nebraska,31,2003,88,1738643,964258,926315,37943,3.9,184.0,44904
Nebraska,31,2004,91,1749370,969981,932515,37466,3.9,188.9,45488
Nebraska,31,2005,129,1761497,972992,935906,37086,3.8,195.3,46062
Nebraska,31,2006,131,1772693,970052,939874,30178,3.1,201.6,47056
Nebraska,31,2007,92,1783440,978763,949494,29269,3.0,207.342,47501
Nebraska,31,2008,113,1796378,989757,956759,32998,3.3,215.303,47770
Nebraska,31,2009,118,1812683,991583,945648,45935,4.6,214.537,47973
Nebraska,31,2010,130,1826341,993398,947360,46038,4.6,218.056,49569
Nebraska,31,2011,148,1842641,1003256,959059,44197,4.4,224.939,51360
Nebraska,31,2012,154,1855525,1014980,974428,40552,4.0,229.594,50631
Nebraska,31,2013,137,1868516,1018294,979937,38357,3.8,232.957,51565
Nebraska,31,2014,140,1881503,1011564,978377,33187,3.3,236.736,53101
Nebraska,31,2015,139,1896190,1007585,977279,30306,3.0,237.017,53859
Nebraska,31,2016,146,1907116,1008715,977622,31093,3.1,240.007,53949
Nevada,32,1999,236,1934718,1020300,979646,40654,4,166.6,49517
Nevada,32,2000,281,1998257,1067022,1022462,44560,4.2,172.2,49607
Nevada,32,2001,268,2098399,1112079,1054262,57817,5.2,177.1,48733
Nevada,32,2002,332,2173791,1129668,1066121,63547,5.6,179.9,48489
Nevada,32,2003,350,2248850,1147036,1088787,58249,5.1,184.0,49271
Nevada,32,2004,395,2346222,1177634,1126943,50691,4.3,188.9,52310
Nevada,32,2005,464,2432143,1223831,1173709,50122,4.1,195.3,54790
Nevada,32,2006,471,2522658,1285318,1233287,52031,4,201.6,54797
Nevada,32,2007,515,2601072,1330396,1270572,59824,4.5,207.342,52818
Nevada,32,2008,529,2653630,1363574,1272187,91387,6.7,215.303,49286
Nevada,32,2009,555,2684665,1349299,1196758,152541,11.3,214.537,44774
Nevada,32,2010,581,2700551,1358578,1174774,183804,13.5,218.056,44589
Nevada,32,2011,642,2723322,1373115,1194264,178851,13,224.939,44555
Nevada,32,2012,611,2758931,1376381,1222710,153671,11.2,229.594,43382
Nevada,32,2013,622,2790136,1381157,1248122,133035,9.6,232.957,43075
Nevada,32,2014,555,2839099,1394758,1284292,110466,7.9,236.736,43067
Nevada,32,2015,629,2890845,1413739,1318024,95715,6.8,237.017,43803
Nevada,32,2016,678,2940058,1430344,1348265,82079,5.7,240.007,43557
New Hampshire,33,1999,62,1222014,675195,656962,18233,2.7,166.6,42172
New Hampshire,33,2000,49,1235786,687908,669621,18287,2.7,172.2,44460
New Hampshire,33,2001,83,1255517,697760,673778,23982,3.4,177.1,44540
New Hampshire,33,2002,114,1269089,702280,670880,31400,4.5,179.9,45311
New Hampshire,33,2003,137,1279840,707524,677030,30494,4.3,184.0,46621
New Hampshire,33,2004,128,1290121,716186,689150,27036,3.8,188.9,47472
New Hampshire,33,2005,152,1298492,725849,700026,25823,3.6,195.3,48357
New Hampshire,33,2006,160,1308389,731854,706777,25077,3.4,201.6,48857
New Hampshire,33,2007,187,1312540,737942,712008,25934,3.5,207.342,48618
New Hampshire,33,2008,129,1315906,742781,714104,28677,3.9,215.303,47842
New Hampshire,33,2009,172,1316102,744227,697802,46425,6.2,214.537,47265
New Hampshire,33,2010,164,1316470,738257,695135,43122,5.8,218.056,48388
New Hampshire,33,2011,212,1318194,736302,696532,39770,5.4,224.939,48504
New Hampshire,33,2012,177,1320718,741097,700371,40726,5.5,229.594,48652
New Hampshire,33,2013,217,1323459,741285,703534,37751,5.1,232.957,48871
New Hampshire,33,2014,348,1326813,740667,708977,31690,4.3,236.736,49544
New Hampshire,33,2015,433,1330608,741937,716874,25063,3.4,237.017,50781
New Hampshire,33,2016,495,1334795,746452,725154,21298,2.9,240.007,51411
New Jersey,34,1999,757,8359592,4287886,4094559,193327,4.5,166.6,51571
New Jersey,34,2000,795,8414350,4282069,4123717,158352,3.7,172.2,53701
New Jersey,34,2001,796,8492671,4288826,4106225,182601,4.3,177.1,54000
New Jersey,34,2002,885,8552643,4346237,4095174,251063,5.8,179.9,54842
New Jersey,34,2003,792,8601402,4347154,4093686,253468,5.8,184.0,55897
New Jersey,34,2004,711,8634561,4349171,4138830,210341,4.8,188.9,56261
New Jersey,34,2005,966,8651974,4391579,4194895,196684,4.5,195.3,56768
New Jersey,34,2006,1009,8661679,4445879,4236485,209394,4.7,201.6,57666
New Jersey,34,2007,797,8677885,4441797,4251815,189982,4.3,207.342,57860
New Jersey,34,2008,808,8711090,4504432,4263965,240467,5.3,215.303,57784
New Jersey,34,2009,343,8755602,4550645,4138570,412075,9.1,214.537,55067
New Jersey,34,2010,903,8791894,4555330,4121455,433875,9.5,218.056,55023
New Jersey,34,2011,1042,8821155,4565272,4138464,426808,9.3,224.939,54302
New Jersey,34,2012,1268,8864590,4588033,4159986,428047,9.3,229.594,55161
New Jersey,34,2013,1331,8899339,4548560,4173828,374732,8.2,232.957,55750
New Jersey,34,2014,1303,8938175,4527181,4221267,305914,6.8,236.736,55677
New Jersey,34,2015,1506,8958013,4537232,4274695,262537,5.8,237.017,56241
New Jersey,34,2016,2132,8944469,4530784,4305516,225268,5.0,240.007,56565
New Mexico,35,1999,275,1808082,836237,789677,46560,5.6,166.6,37395
New Mexico,35,2000,281,1819046,845755,804103,41652,4.9,172.2,37773
New Mexico,35,2001,277,1831690,857949,815642,42307,4.9,177.1,37915
New Mexico,35,2002,301,1855309,874496,826086,48410,5.5,179.9,38421
New Mexico,35,2003,373,1877574,889730,837667,52063,5.9,184.0,39578
New Mexico,35,2004,331,1903808,902265,852612,49653,5.5,188.9,41558
New Mexico,35,2005,385,1932274,918156,871248,46908,5.1,195.3,41193
New Mexico,35,2006,435,1962137,928094,889448,38646,4.2,201.6,41206
New Mexico,35,2007,471,1990070,934027,898998,35029,3.8,207.342,40694
New Mexico,35,2008,534,2010662,944548,902411,42137,4.5,215.303,41207
New Mexico,35,2009,447,2036802,940352,869491,70861,7.5,214.537,40670
New Mexico,35,2010,487,2059179,936088,860154,75934,8.1,218.056,40297
New Mexico,35,2011,537,2082224,930356,860305,70051,7.5,224.939,40167
New Mexico,35,2012,502,2085538,927795,861617,66178,7.1,229.594,40094
New Mexico,35,2013,471,2085287,923899,859804,64095,6.9,232.957,39659
New Mexico,35,2014,559,2085572,927142,865229,61913,6.7,236.736,40814
New Mexico,35,2015,516,2085109,927999,867387,60612,6.5,237.017,41509
New Mexico,35,2016,525,2081015,928732,866704,62028,6.7,240.007,41559
New York,36,1999,1102,18882725,9126567,8654586,471981,5.2,166.6,52368
New York,36,2000,901,18976457,9133869,8718749,415120,4.5,172.2,53827
New York,36,2001,1280,19082838,9151745,8709897,441848,4.8,177.1,55375
New York,36,2002,1118,19137800,9275515,8705352,570163,6.1,179.9,55039
New York,36,2003,1209,19175939,9263401,8672909,590492,6.4,184.0,54756
New York,36,2004,1068,19171567,9355953,8812618,543335,5.8,188.9,56259
New York,36,2005,1175,19132610,9460866,8986859,474007,5.0,195.3,58502
New York,36,2006,1949,19104631,9508149,9077529,430620,4.5,201.6,59961
New York,36,2007,1909,19132335,9522056,9088207,433849,4.6,207.342,60018
New York,36,2008,1856,19212436,9664773,9139080,525693,5.4,215.303,58532
New York,36,2009,1797,19307066,9647485,8844486,802999,8.3,214.537,59481
New York,36,2010,1760,19378102,9595362,8769723,825639,8.6,218.056,61267
New York,36,2011,2149,19465197,9517361,8728057,789304,8.3,224.939,61185
New York,36,2012,2262,19570261,9612232,8793385,818847,8.5,229.594,62841
New York,36,2013,2483,19651127,9659170,8913788,745382,7.7,232.957,62444
New York,36,2014,2510,19746227,9591309,8984074,607235,6.3,236.736,63372
New York,36,2015,3009,19795791,9644615,9136151,508464,5.3,237.017,64573
New York,36,2016,3894,19745289,9668687,9200266,468421,4.8,240.007,64810
North Carolina,37,1999,401,7949361,4057006,3927179,129827,3.2,166.6,41811
North Carolina,37,2000,531,8049313,4138190,3986151,152039,3.7,172.2,42193
North Carolina,37,2001,584,8210122,4198338,3966798,231540,5.5,177.1,42388
North Carolina,37,2002,684,8326201,4184713,3906570,278143,6.6,179.9,42443
North Carolina,37,2003,833,8422501,4255631,3984596,271035,6.4,184.0,42871
North Carolina,37,2004,918,8553152,4253126,4019809,233317,5.5,188.9,43866
North Carolina,37,2005,1061,8705407,4317428,4091039,226389,5.2,195.3,45042
North Carolina,37,2006,1120,8917270,4444967,4234095,210872,4.7,201.6,46408
North Carolina,37,2007,1125,9118037,4512856,4300304,212552,4.7,207.342,45440
North Carolina,37,2008,1217,9309449,4560059,4281713,278346,6.1,215.303,45567
North Carolina,37,2009,1223,9449566,4570789,4087105,483684,10.6,214.537,43160
North Carolina,37,2010,1125,9535483,4616691,4115629,501062,10.9,218.056,43141
North Carolina,37,2011,1303,9656401,4633072,4157543,475529,10.3,224.939,43223
North Carolina,37,2012,1346,9752073,4680057,4245675,434382,9.3,229.594,42659
North Carolina,37,2013,1308,9848060,4692940,4318114,374826,8.0,232.957,42945
North Carolina,37,2014,1435,9943964,4699058,4402450,296608,6.3,236.736,43442
North Carolina,37,2015,1636,10042802,4768806,4495190,273616,5.7,237.017,44172
